"Sample ID","Sentence ID","Tree","Parsed","Valid","Sentence"
523,0,0,0,,"fill the kettle with water , place it on the stove , then turn on the burner the kettle is on"
523,1,0,0,,"when the water is done boiling , turn the burner off"
524,2,0,0,1,"pour the chips into the bowl , then take the bowl over to the table"
524,3,0,0,,"finally , put the pillow on the couch"
525,0,0,0,1,"move the chairs back in front of  the tv"
525,1,0,0,,"pick up the random items that are on the floor and put them onto the table"
526,2,0,0,,"when the water has finished boiling , turn the burner off"
527,3,0,0,,"when the ramen has finished cooking , pour the ramen out onto the plate"
527,5,0,0,,"finally , get some silverware and put it next to the plate"
528,3,0,0,,"open the bag of chips to have some food while you're playing"
528,4,0,0,,"finally , set the controller on the table near one of the chairs"
529,0,0,0,1,"get the coffee out of the microwave"
529,1,0,0,,"the ice cream would be in the freezer , so get that out of the freezer and put a scoop on a plate"
530,3,0,0,,"finally , put the pillow on the couch"
531,0,0,0,,"fill the glass with water and place it on the serving area"
531,2,0,0,,"when the instant ramen is finished , put it on the serving area with a fork next to it"
532,3,0,0,,"finally , put the xbox controller on the couch"
533,0,0,0,,"the game disk needs to go into the xbox"
533,2,0,0,,"make sure the tv is tuned to the correct channel"
533,3,0,0,,"open the bag of chips and put it on the table in front of the couch facing the tv"
533,4,0,0,,"finally , put the xbox controller on the couch facing the tv"
534,0,0,0,,"the glass has to be filled with water and put on the serving area"
534,1,0,0,,"then , the instant ramen gets some water in it as well"
534,2,0,0,,"heat the ramen in the microwave until it is done , then put it next to the glass on the serving area"
534,3,0,0,,"finally , place a fork near the instant ramen container"
535,1,0,0,,"turn the tv to the appropriate channel for the xbox"
535,4,0,0,,"finally , put the pillows up on the shelf"
536,1,0,0,,"hook the xbox up to the tv and make sure the tv is on the proper channel"
536,2,0,0,,"put the bowl of chips on the table near the couch facing the tv"
536,3,0,0,,"finally , put the xbox controller on the couch facing the tv"
537,1,0,0,,"then , heat the kettle on the stove burner until the water is burning"
537,2,0,0,,"finally , turn off the burner"
538,1,0,0,,"the xbox should be hooked up to the tv , and the tv should be tuned to the proper input channel"
538,2,0,0,,"the chip bag should be emptied into the bowl , and the bowl will go onto the table near the couch facing the tv"
538,3,0,0,,"finally , the xbox controller will be placed on the couch facing the tv"
539,2,0,0,,"next , do the same with the silverware , stacking them next to the dishes"
542,4,0,0,1,"put xbox remote on top of xbox game"
542,6,0,0,,"arrange couches and chairs to face coffee table"
547,3,0,0,,"move the popped popcorn to the coffee table"
550,1,0,0,,"move chairs in front of the tv in a row"
553,2,0,0,,"take a fork to eat the ramen"
554,0,0,0,,"move the couch to be facing the tv"
557,1,0,0,,"pick up the kettle , instant ramen , chocolate syrup , and energy drink and place them all beside each other on the counter"
558,0,0,0,,"pick up the coke , beer , and bowl and place them all beside each other on the table"
561,1,0,0,1,"move the couch to in front of the television"
566,0,0,0,1,"get coke and boiled egg out of the fridge"
567,1,0,0,1,"get the ice cream out of the fridge"
567,5,0,0,1,"put ice cream back into the fridge"
571,0,0,0,1,"pick up books off of the floor"
571,6,0,0,1,"pick up the beer bottle off the floor"
573,3,0,0,1,"pour water out of cup"
574,7,0,0,,"move the pillows to ends of the couch"
575,1,0,0,,"go fill it with water from the sink"
575,5,0,0,,"wait until it boils"
576,5,0,0,1,"go over to the long tables"
576,6,0,0,1,"pick up chips , bring them to the sofa and place them next to the book"
577,2,0,0,,"arrange all condiments and food items on counter"
579,4,0,0,1,"pick up salt and place it next to the ramen noodles"
579,5,0,0,1,"pick up vanilla syrup and place it next to the ramen"
579,6,0,0,1,"pick up chocolate syrup and place it next to the vanilla syrup"
580,2,0,0,1,"turn on the burner for the kettle"
580,3,0,0,,"once the water boils , turn off stove burner"
580,6,0,0,,"pick up mug and fill halfway with water"
581,0,0,0,,"pick up the x-box controller place it on the xbox"
588,0,0,0,1,"take the items out of the refrigerator and freezer and put them on the counter"
588,1,0,0,,"put the kettle on the oven burner and begin cooking the ramen"
589,1,0,0,,"add desired amount of water"
595,18,0,0,,"move couch two feet closer to television"
616,0,0,0,,"open the refrigerator and take three spoons of ice cream in a cup"
617,0,0,0,,"add three scoops of ice cream in the bowl , add a half cup of coffee"
623,1,0,0,,"add four cups of water and put in the stove for 10 min"
626,0,0,0,,"pull table aside"
627,0,0,0,,"put pillows oven the center couch"
